"FPR","TPR"
1,1
0.995628096764792,0.998640072529465
0.701690469250947,0.994106980961015
0.652579422908773,0.990027198549411
0.652142232585252,0.988213961922031
0.605800058292043,0.984587488667271
0.487612940833576,0.970988213961922
0.487175750510055,0.970988213961922
0.486592830078694,0.970988213961922
0.486301369863014,0.970988213961922
0.475080151559312,0.968268359020852
0.47420577091227,0.967361740707162
0.470416788108423,0.967361740707162
0.470271058000583,0.966908431550317
0.467647916059458,0.966908431550317
0.428155056834742,0.958295557570263
0.427863596619061,0.958295557570263
0.42713494607986,0.957388939256573
0.426552025648499,0.956482320942883
0.425969105217138,0.956482320942883
0.424366074030895,0.955575702629193
0.389245118041387,0.944696282864914
0.388807927717867,0.943789664551224
0.386767706208103,0.943336355394379
0.386184785776741,0.941976427923844
0.377732439522005,0.940163191296464
0.377149519090644,0.938803263825929
0.375983678227922,0.937443336355394
0.375255027688721,0.936536718041704
0.373214806178957,0.936536718041704
0.371611774992713,0.93608340888486
0.352229670649956,0.92973708068903
0.351355290002915,0.92973708068903
0.302535703876421,0.909791477787851
0.30195278344506,0.909338168631006
0.300058292043136,0.907978241160471
0.299038181288254,0.907524932003626
0.298600990964733,0.907071622846782
0.29670649956281,0.904351767905712
0.290148644709997,0.895285584768812
0.290148644709997,0.894378966455122
0.289565724278636,0.894378966455122
0.280093267269018,0.890752493200363
0.272806761877004,0.884406165004533
0.27105800058292,0.883046237533998
0.2706208102594,0.882139619220308
0.268434858641795,0.879419764279238
0.267560477994754,0.878966455122393
0.265957446808511,0.877606527651859
0.248469833867677,0.868540344514959
0.243515010201108,0.864007252946509
0.242932089769746,0.86128739800544
0.242057709122705,0.85947416137806
0.241329058583503,0.859020852221215
0.241329058583503,0.85856754306437
0.240308947828621,0.858114233907525
0.23462547362285,0.852674524025385
0.234042553191489,0.852674524025385
0.233751092975809,0.85222121486854
0.232876712328767,0.850861287398005
0.227193238122996,0.844514959202176
0.226027397260274,0.844061650045331
0.224715826289711,0.841795104261106
0.222967064995628,0.840435176790571
0.222821334887788,0.840435176790571
0.222384144564267,0.839528558476881
0.222238414456427,0.839075249320036
0.219178082191781,0.836355394378966
0.218012241329059,0.835902085222122
0.211600116584086,0.834542157751587
0.211017196152725,0.832275611967362
0.20810259399592,0.830915684496827
0.207665403672399,0.830462375339982
0.206791023025357,0.830462375339982
0.206499562809677,0.829102447869447
0.206353832701836,0.829102447869447
0.20329350043719,0.825929283771532
0.202710580005829,0.825022665457842
0.201253278927426,0.820036264732548
0.193092392888371,0.816863100634633
0.19265520256485,0.815503173164098
0.192072282133489,0.815503173164098
0.191343631594287,0.815503173164098
0.191197901486447,0.814596554850408
0.188429029437482,0.810063463281958
0.185660157388516,0.808250226654578
0.185660157388516,0.806890299184044
0.183765665986593,0.805530371713509
0.183619935878753,0.804170444242974
0.181433984261148,0.800543970988214
0.178227921888662,0.797370806890299
0.177499271349461,0.797370806890299
0.1769163509181,0.794650951949229
0.176770620810259,0.794197642792384
0.172981638006412,0.78739800543971
0.172544447682891,0.78558476881233
0.171232876712329,0.78377153218495
0.169921305741766,0.78014505893019
0.169338385310405,0.78014505893019
0.168318274555523,0.78014505893019
0.167443893908481,0.775158658204896
