"FPR","TPR"
1,1
0.99504517633343,0.997733454215775
0.701107548819586,0.993200362647325
0.651996502477412,0.989120580235721
0.651559312153891,0.987307343608341
0.605217137860682,0.983680870353581
0.487030020402215,0.970081595648232
0.486592830078694,0.970081595648232
0.486009909647333,0.970081595648232
0.485718449431653,0.970081595648232
0.474497231127951,0.967361740707162
0.473477120373069,0.966455122393472
0.470708248324104,0.966001813236627
0.466919265520257,0.966001813236627
0.466773535412416,0.965548504079782
0.464150393471291,0.965548504079782
0.463858933255611,0.963735267452403
0.424366074030895,0.955122393472348
0.424074613815214,0.955122393472348
0.423345963276013,0.954215775158658
0.422763042844652,0.953309156844968
0.419994170795686,0.952855847688123
0.419411250364325,0.952855847688123
0.417808219178082,0.951949229374433
0.382687263188575,0.941069809610154
0.382250072865054,0.940163191296464
0.38020985135529,0.939709882139619
0.379626930923929,0.938349954669084
0.371174584669193,0.936536718041704
0.370591664237832,0.93517679057117
0.369425823375109,0.933816863100635
0.369280093267269,0.933816863100635
0.368551442728068,0.932910244786945
0.366511221218304,0.932910244786945
0.363888079277179,0.93064369900272
0.344505974934421,0.92429737080689
0.34363159428738,0.92429737080689
0.294812008160886,0.904351767905712
0.294229087729525,0.903898458748867
0.292334596327601,0.902538531278332
0.291314485572719,0.902085222121487
0.290877295249198,0.901631912964642
0.288982803847275,0.898912058023572
0.287816962984553,0.898912058023572
0.287088312445351,0.897552130553037
0.280530457592539,0.888485947416138
0.276304284465171,0.885312783318223
0.276304284465171,0.884406165004533
0.275721364033809,0.884406165004533
0.266248907024191,0.880779691749773
0.258962401632177,0.874433363553944
0.257505100553774,0.873073436083409
0.255610609151851,0.870353581142339
0.25517341882833,0.869446962828649
0.252987467210726,0.866727107887579
0.252113086563684,0.866273798730734
0.250510055377441,0.864913871260199
0.233022442436607,0.8558476881233
0.228067618770038,0.85131459655485
0.227484698338677,0.848594741613781
0.226610317691635,0.846781504986401
0.225881667152434,0.846328195829556
0.225881667152434,0.845874886672711
0.224861556397552,0.845421577515866
0.224278635966191,0.845421577515866
0.22398717575051,0.844968268359021
0.223112795103468,0.843608340888486
0.221946954240746,0.843155031731641
0.220635383270184,0.840888485947416
0.218157971436899,0.838168631006346
